Volume ID	Volume Name	Volume Mass
4382	FiberSiPM	1.169e-06
4383	SiBoard	2.33e-06
4384	FiberSiPM	1.169e-06
4385	SiBoard	2.33e-06
4386	Fiber	0.00260055
4387	FiberSiPM	1.169e-06
4388	SiBoard	2.33e-06
4389	FiberSiPM	1.169e-06
4390	SiBoard	2.33e-06
4391	Fiber	0.00260055
4392	FiberSiPM	1.169e-06
4393	SiBoard	2.33e-06
4394	FiberSiPM	1.169e-06
4395	SiBoard	2.33e-06
4396	Fiber	0.00260055
4397	FiberSiPM	1.169e-06
4398	SiBoard	2.33e-06
4399	FiberSiPM	1.169e-06
4400	SiBoard	2.33e-06
4401	Fiber	0.00260055
4402	FiberSiPM	1.169e-06
4403	SiBoard	2.33e-06
4404	FiberSiPM	1.169e-06
4405	SiBoard	2.33e-06
4406	Fiber	0.00260055
4407	FiberSiPM	1.169e-06
4408	SiBoard	2.33e-06
4409	FiberSiPM	1.169e-06
4410	SiBoard	2.33e-06
4411	Fiber	0.00260055
4412	FiberSiPM	1.169e-06
4413	SiBoard	2.33e-06
4414	FiberSiPM	1.169e-06
4415	SiBoard	2.33e-06
4416	Fiber	0.00260055
4417	FiberSiPM	1.169e-06
4418	SiBoard	2.33e-06
4419	FiberSiPM	1.169e-06
4420	SiBoard	2.33e-06
4421	Fiber	0.00260055
4422	FiberSiPM	1.169e-06
4423	SiBoard	2.33e-06
4424	FiberSiPM	1.169e-06
4425	SiBoard	2.33e-06
4426	Fiber	0.00260055
4427	FiberSiPM	1.169e-06
4428	SiBoard	2.33e-06
4429	FiberSiPM	1.169e-06
4430	SiBoard	2.33e-06
4431	Fiber	0.00260055
4432	FiberSiPM	1.169e-06
4433	SiBoard	2.33e-06
4434	FiberSiPM	1.169e-06
4435	SiBoard	2.33e-06
4436	Fiber	0.00260055
4437	FiberSiPM	1.169e-06
4438	SiBoard	2.33e-06
4439	FiberSiPM	1.169e-06
4440	SiBoard	2.33e-06
4441	Fiber	0.00260055
4442	FiberSiPM	1.169e-06
4443	SiBoard	2.33e-06
4444	FiberSiPM	1.169e-06
4445	SiBoard	2.33e-06
4446	Fiber	0.00260055
4447	FiberSiPM	1.169e-06
4448	SiBoard	2.33e-06
4449	FiberSiPM	1.169e-06
4450	SiBoard	2.33e-06
4451	Fiber	0.00260055
4452	FiberSiPM	1.169e-06
4453	SiBoard	2.33e-06
4454	FiberSiPM	1.169e-06
4455	SiBoard	2.33e-06
4456	Fiber	0.00260055
4457	FiberSiPM	1.169e-06
4458	SiBoard	2.33e-06
