Volume ID	Volume Name	Volume Mass
0	World	107853
1	Envelope	107853
2	ArVolume	6551.19
3	VacuumLayer	6.38372e-23
4	Wall	2995.02
5	Wall	2052.04
6	Container	11598.2
7	Bulk	1.00631
8	BEGe	1.11201
9	Wire	1.45685e-05
10	Wire	4.63341e-05
11	Wire	4.63341e-05
12	Wire	4.63341e-05
13	Wire	4.63341e-05
14	Wire	3.26887e-06
15	Wire	8.11543e-06
16	Wire	1.23404e-05
17	Wire	2.26095e-05
18	LightGuide	0.00308325
19	LightGuide	0.00179581
20	LightGuide	1.90568
21	physArVolumeSiPM	0.0871707
22	physArVolumeReflector	0.0411535
23	PackedBEGe	1.24952
24	Wire	0.000263091
25	ASIC	0.000466
26	PackedBEGe	1.24952
27	Wire	0.000263091
28	ASIC	0.000466
29	PackedBEGe	1.24952
30	Wire	0.000263091
31	ASIC	0.000466
32	PackedBEGe	1.24952
33	Wire	0.000263091
34	ASIC	0.000466
35	PackedBEGe	1.24952
36	Wire	0.000263091
37	ASIC	0.000466
38	PackedBEGe	1.24952
39	Wire	0.000263091
40	ASIC	0.000466
41	PackedBEGe	1.24952
42	Wire	0.000263091
43	ASIC	0.000466
44	PackedBEGe	1.24952
45	Wire	0.000263091
46	ASIC	0.000466
47	PackedBEGe	1.24952
48	Wire	0.000263091
49	ASIC	0.000466
50	PackedBEGe	1.24952
51	Wire	0.000263091
52	ASIC	0.000466
53	PackedBEGe	1.24952
54	Wire	0.000263091
55	ASIC	0.000466
56	PackedBEGe	1.24952
57	Wire	0.000263091
58	ASIC	0.000466
59	PackedBEGe	1.24952
60	Wire	0.000263091
61	ASIC	0.000466
62	PackedBEGe	1.24952
63	Wire	0.000263091
64	ASIC	0.000466
65	PackedBEGe	1.24952
66	Wire	0.000263091
67	ASIC	0.000466
68	PackedBEGe	1.24952
69	Wire	0.000263091
70	ASIC	0.000466
71	ArVolumeReflector	0.0413032
72	Fiber	0.00195149
73	Fiber	0.0004188
74	Fiber	0.000221789
75	Fiber	5.65761e-06
76	physFiberSiPM	1.165e-06
77	Fiber	0.00260014
78	FiberSiPM	1.169e-06
79	SiBoard	2.33e-06
80	FiberSiPM	1.169e-06
81	SiBoard	2.33e-06
82	Fiber	0.00260014
83	FiberSiPM	1.169e-06
84	SiBoard	2.33e-06
85	FiberSiPM	1.169e-06
86	SiBoard	2.33e-06
87	Fiber	0.00260014
88	FiberSiPM	1.169e-06
89	SiBoard	2.33e-06
90	FiberSiPM	1.169e-06
91	SiBoard	2.33e-06
92	Fiber	0.00260014
93	FiberSiPM	1.169e-06
94	SiBoard	2.33e-06
95	FiberSiPM	1.169e-06
96	SiBoard	2.33e-06
97	Fiber	0.00260014
98	FiberSiPM	1.169e-06
99	SiBoard	2.33e-06
100	FiberSiPM	1.169e-06
101	SiBoard	2.33e-06
102	Fiber	0.00260014
103	FiberSiPM	1.169e-06
104	SiBoard	2.33e-06
105	FiberSiPM	1.169e-06
106	SiBoard	2.33e-06
107	Fiber	0.00260014
108	FiberSiPM	1.169e-06
109	SiBoard	2.33e-06
110	FiberSiPM	1.169e-06
111	SiBoard	2.33e-06
112	Fiber	0.00260014
113	FiberSiPM	1.169e-06
114	SiBoard	2.33e-06
115	FiberSiPM	1.169e-06
116	SiBoard	2.33e-06
117	Fiber	0.00260014
118	FiberSiPM	1.169e-06
119	SiBoard	2.33e-06
120	FiberSiPM	1.169e-06
121	SiBoard	2.33e-06
122	Fiber	0.00260014
123	FiberSiPM	1.169e-06
124	SiBoard	2.33e-06
125	FiberSiPM	1.169e-06
126	SiBoard	2.33e-06
127	Fiber	0.00260014
128	FiberSiPM	1.169e-06
129	SiBoard	2.33e-06
130	FiberSiPM	1.169e-06
131	SiBoard	2.33e-06
132	Fiber	0.00260014
133	FiberSiPM	1.169e-06
134	SiBoard	2.33e-06
135	FiberSiPM	1.169e-06
136	SiBoard	2.33e-06
137	Fiber	0.00260014
138	FiberSiPM	1.169e-06
139	SiBoard	2.33e-06
140	FiberSiPM	1.169e-06
141	SiBoard	2.33e-06
142	Fiber	0.00260014
143	FiberSiPM	1.169e-06
144	SiBoard	2.33e-06
145	FiberSiPM	1.169e-06
146	SiBoard	2.33e-06
147	Fiber	0.00260014
148	FiberSiPM	1.169e-06
149	SiBoard	2.33e-06
150	FiberSiPM	1.169e-06
151	SiBoard	2.33e-06
152	Fiber	0.00260014
153	FiberSiPM	1.169e-06
154	SiBoard	2.33e-06
155	FiberSiPM	1.169e-06
156	SiBoard	2.33e-06
157	Fiber	0.00260014
158	FiberSiPM	1.169e-06
159	SiBoard	2.33e-06
160	FiberSiPM	1.169e-06
161	SiBoard	2.33e-06
162	Fiber	0.00260014
163	FiberSiPM	1.169e-06
164	SiBoard	2.33e-06
165	FiberSiPM	1.169e-06
166	SiBoard	2.33e-06
167	Fiber	0.00260014
168	FiberSiPM	1.169e-06
169	SiBoard	2.33e-06
170	FiberSiPM	1.169e-06
171	SiBoard	2.33e-06
172	Fiber	0.00260014
173	FiberSiPM	1.169e-06
174	SiBoard	2.33e-06
175	FiberSiPM	1.169e-06
176	SiBoard	2.33e-06
177	Fiber	0.00260014
178	FiberSiPM	1.169e-06
179	SiBoard	2.33e-06
180	FiberSiPM	1.169e-06
181	SiBoard	2.33e-06
182	Fiber	0.00260014
183	FiberSiPM	1.169e-06
184	SiBoard	2.33e-06
185	FiberSiPM	1.169e-06
186	SiBoard	2.33e-06
187	Fiber	0.00260014
188	FiberSiPM	1.169e-06
189	SiBoard	2.33e-06
190	FiberSiPM	1.169e-06
191	SiBoard	2.33e-06
192	Fiber	0.00260014
193	FiberSiPM	1.169e-06
194	SiBoard	2.33e-06
195	FiberSiPM	1.169e-06
196	SiBoard	2.33e-06
197	Fiber	0.00260014
198	FiberSiPM	1.169e-06
199	SiBoard	2.33e-06
200	FiberSiPM	1.169e-06
201	SiBoard	2.33e-06
202	Fiber	0.00260014
203	FiberSiPM	1.169e-06
204	SiBoard	2.33e-06
205	FiberSiPM	1.169e-06
206	SiBoard	2.33e-06
207	Fiber	0.00260014
208	FiberSiPM	1.169e-06
209	SiBoard	2.33e-06
210	FiberSiPM	1.169e-06
211	SiBoard	2.33e-06
212	Fiber	0.00260014
213	FiberSiPM	1.169e-06
214	SiBoard	2.33e-06
215	FiberSiPM	1.169e-06
216	SiBoard	2.33e-06
217	Fiber	0.00260014
218	FiberSiPM	1.169e-06
219	SiBoard	2.33e-06
220	FiberSiPM	1.169e-06
221	SiBoard	2.33e-06
222	Fiber	0.00260014
223	FiberSiPM	1.169e-06
224	SiBoard	2.33e-06
225	FiberSiPM	1.169e-06
226	SiBoard	2.33e-06
227	Fiber	0.00260014
228	FiberSiPM	1.169e-06
229	SiBoard	2.33e-06
230	FiberSiPM	1.169e-06
231	SiBoard	2.33e-06
232	Fiber	0.00260014
233	FiberSiPM	1.169e-06
234	SiBoard	2.33e-06
235	FiberSiPM	1.169e-06
236	SiBoard	2.33e-06
237	Fiber	0.00260014
238	FiberSiPM	1.169e-06
239	SiBoard	2.33e-06
240	FiberSiPM	1.169e-06
241	SiBoard	2.33e-06
242	Fiber	0.00260014
243	FiberSiPM	1.169e-06
244	SiBoard	2.33e-06
245	FiberSiPM	1.169e-06
246	SiBoard	2.33e-06
247	Fiber	0.00260014
248	FiberSiPM	1.169e-06
249	SiBoard	2.33e-06
250	FiberSiPM	1.169e-06
251	SiBoard	2.33e-06
252	Fiber	0.00260014
253	FiberSiPM	1.169e-06
254	SiBoard	2.33e-06
255	FiberSiPM	1.169e-06
256	SiBoard	2.33e-06
257	Fiber	0.00260014
258	FiberSiPM	1.169e-06
259	SiBoard	2.33e-06
260	FiberSiPM	1.169e-06
261	SiBoard	2.33e-06
262	Fiber	0.00260014
263	FiberSiPM	1.169e-06
264	SiBoard	2.33e-06
265	FiberSiPM	1.169e-06
266	SiBoard	2.33e-06
267	Fiber	0.00260014
268	FiberSiPM	1.169e-06
269	SiBoard	2.33e-06
270	FiberSiPM	1.169e-06
271	SiBoard	2.33e-06
272	Fiber	0.00260014
273	FiberSiPM	1.169e-06
274	SiBoard	2.33e-06
275	FiberSiPM	1.169e-06
276	SiBoard	2.33e-06
277	Fiber	0.00260014
278	FiberSiPM	1.169e-06
279	SiBoard	2.33e-06
280	FiberSiPM	1.169e-06
281	SiBoard	2.33e-06
282	Fiber	0.00260014
283	FiberSiPM	1.169e-06
284	SiBoard	2.33e-06
285	FiberSiPM	1.169e-06
286	SiBoard	2.33e-06
287	Fiber	0.00260014
288	FiberSiPM	1.169e-06
289	SiBoard	2.33e-06
290	FiberSiPM	1.169e-06
291	SiBoard	2.33e-06
292	Fiber	0.00260014
293	FiberSiPM	1.169e-06
294	SiBoard	2.33e-06
295	FiberSiPM	1.169e-06
296	SiBoard	2.33e-06
297	Fiber	0.00260014
298	FiberSiPM	1.169e-06
299	SiBoard	2.33e-06
300	FiberSiPM	1.169e-06
301	SiBoard	2.33e-06
302	Fiber	0.00260014
303	FiberSiPM	1.169e-06
304	SiBoard	2.33e-06
305	FiberSiPM	1.169e-06
306	SiBoard	2.33e-06
307	Fiber	0.00260014
308	FiberSiPM	1.169e-06
309	SiBoard	2.33e-06
310	FiberSiPM	1.169e-06
311	SiBoard	2.33e-06
312	Fiber	0.00260014
313	FiberSiPM	1.169e-06
314	SiBoard	2.33e-06
315	FiberSiPM	1.169e-06
316	SiBoard	2.33e-06
317	Fiber	0.00260014
318	FiberSiPM	1.169e-06
319	SiBoard	2.33e-06
320	FiberSiPM	1.169e-06
321	SiBoard	2.33e-06
322	Fiber	0.00260014
323	FiberSiPM	1.169e-06
324	SiBoard	2.33e-06
325	FiberSiPM	1.169e-06
326	SiBoard	2.33e-06
327	Fiber	0.00260014
328	FiberSiPM	1.169e-06
329	SiBoard	2.33e-06
330	FiberSiPM	1.169e-06
331	SiBoard	2.33e-06
332	Fiber	0.00260014
333	FiberSiPM	1.169e-06
334	SiBoard	2.33e-06
335	FiberSiPM	1.169e-06
336	SiBoard	2.33e-06
337	Fiber	0.00260014
338	FiberSiPM	1.169e-06
339	SiBoard	2.33e-06
340	FiberSiPM	1.169e-06
341	SiBoard	2.33e-06
342	Fiber	0.00260014
343	FiberSiPM	1.169e-06
344	SiBoard	2.33e-06
345	FiberSiPM	1.169e-06
346	SiBoard	2.33e-06
347	Fiber	0.00260014
348	FiberSiPM	1.169e-06
349	SiBoard	2.33e-06
350	FiberSiPM	1.169e-06
351	SiBoard	2.33e-06
352	Fiber	0.00260014
353	FiberSiPM	1.169e-06
354	SiBoard	2.33e-06
355	FiberSiPM	1.169e-06
356	SiBoard	2.33e-06
357	Fiber	0.00260014
358	FiberSiPM	1.169e-06
359	SiBoard	2.33e-06
360	FiberSiPM	1.169e-06
361	SiBoard	2.33e-06
362	Fiber	0.00260014
363	FiberSiPM	1.169e-06
364	SiBoard	2.33e-06
365	FiberSiPM	1.169e-06
366	SiBoard	2.33e-06
367	Fiber	0.00260014
368	FiberSiPM	1.169e-06
369	SiBoard	2.33e-06
370	FiberSiPM	1.169e-06
371	SiBoard	2.33e-06
372	Fiber	0.00260014
373	FiberSiPM	1.169e-06
374	SiBoard	2.33e-06
375	FiberSiPM	1.169e-06
376	SiBoard	2.33e-06
377	Fiber	0.00260014
378	FiberSiPM	1.169e-06
379	SiBoard	2.33e-06
380	FiberSiPM	1.169e-06
381	SiBoard	2.33e-06
382	Fiber	0.00260014
383	FiberSiPM	1.169e-06
384	SiBoard	2.33e-06
385	FiberSiPM	1.169e-06
386	SiBoard	2.33e-06
387	Fiber	0.00260014
388	FiberSiPM	1.169e-06
389	SiBoard	2.33e-06
390	FiberSiPM	1.169e-06
391	SiBoard	2.33e-06
392	Fiber	0.00260014
393	FiberSiPM	1.169e-06
394	SiBoard	2.33e-06
395	FiberSiPM	1.169e-06
396	SiBoard	2.33e-06
397	Fiber	0.00260014
398	FiberSiPM	1.169e-06
399	SiBoard	2.33e-06
400	FiberSiPM	1.169e-06
401	SiBoard	2.33e-06
402	Fiber	0.00260014
403	FiberSiPM	1.169e-06
404	SiBoard	2.33e-06
405	FiberSiPM	1.169e-06
406	SiBoard	2.33e-06
407	Fiber	0.00260014
408	FiberSiPM	1.169e-06
409	SiBoard	2.33e-06
410	FiberSiPM	1.169e-06
411	SiBoard	2.33e-06
412	Fiber	0.00260014
413	FiberSiPM	1.169e-06
414	SiBoard	2.33e-06
415	FiberSiPM	1.169e-06
416	SiBoard	2.33e-06
417	Fiber	0.00260014
418	FiberSiPM	1.169e-06
419	SiBoard	2.33e-06
420	FiberSiPM	1.169e-06
421	SiBoard	2.33e-06
422	Fiber	0.00260014
423	FiberSiPM	1.169e-06
424	SiBoard	2.33e-06
425	FiberSiPM	1.169e-06
426	SiBoard	2.33e-06
427	Fiber	0.00260014
428	FiberSiPM	1.169e-06
429	SiBoard	2.33e-06
430	FiberSiPM	1.169e-06
431	SiBoard	2.33e-06
432	Fiber	0.00260014
433	FiberSiPM	1.169e-06
434	SiBoard	2.33e-06
435	FiberSiPM	1.169e-06
436	SiBoard	2.33e-06
437	Fiber	0.00260014
438	FiberSiPM	1.169e-06
439	SiBoard	2.33e-06
440	FiberSiPM	1.169e-06
441	SiBoard	2.33e-06
442	Fiber	0.00260014
443	FiberSiPM	1.169e-06
444	SiBoard	2.33e-06
445	FiberSiPM	1.169e-06
446	SiBoard	2.33e-06
447	Fiber	0.00260014
448	FiberSiPM	1.169e-06
449	SiBoard	2.33e-06
450	FiberSiPM	1.169e-06
451	SiBoard	2.33e-06
452	Fiber	0.00260014
453	FiberSiPM	1.169e-06
454	SiBoard	2.33e-06
455	FiberSiPM	1.169e-06
456	SiBoard	2.33e-06
457	Fiber	0.00260014
458	FiberSiPM	1.169e-06
459	SiBoard	2.33e-06
460	FiberSiPM	1.169e-06
461	SiBoard	2.33e-06
462	Fiber	0.00260014
463	FiberSiPM	1.169e-06
464	SiBoard	2.33e-06
465	FiberSiPM	1.169e-06
466	SiBoard	2.33e-06
467	Fiber	0.00260014
468	FiberSiPM	1.169e-06
469	SiBoard	2.33e-06
470	FiberSiPM	1.169e-06
471	SiBoard	2.33e-06
472	Fiber	0.00260014
473	FiberSiPM	1.169e-06
474	SiBoard	2.33e-06
475	FiberSiPM	1.169e-06
476	SiBoard	2.33e-06
477	Fiber	0.00260014
478	FiberSiPM	1.169e-06
479	SiBoard	2.33e-06
480	FiberSiPM	1.169e-06
481	SiBoard	2.33e-06
482	Fiber	0.00260014
483	FiberSiPM	1.169e-06
484	SiBoard	2.33e-06
485	FiberSiPM	1.169e-06
486	SiBoard	2.33e-06
487	Fiber	0.00260014
488	FiberSiPM	1.169e-06
489	SiBoard	2.33e-06
490	FiberSiPM	1.169e-06
491	SiBoard	2.33e-06
492	Fiber	0.00260014
493	FiberSiPM	1.169e-06
494	SiBoard	2.33e-06
495	FiberSiPM	1.169e-06
496	SiBoard	2.33e-06
497	Fiber	0.00260014
498	FiberSiPM	1.169e-06
499	SiBoard	2.33e-06
500	FiberSiPM	1.169e-06
501	SiBoard	2.33e-06
502	Fiber	0.00260014
503	FiberSiPM	1.169e-06
504	SiBoard	2.33e-06
505	FiberSiPM	1.169e-06
506	SiBoard	2.33e-06
507	Fiber	0.00260014
508	FiberSiPM	1.169e-06
509	SiBoard	2.33e-06
510	FiberSiPM	1.169e-06
511	SiBoard	2.33e-06
512	Fiber	0.00260014
513	FiberSiPM	1.169e-06
514	SiBoard	2.33e-06
515	FiberSiPM	1.169e-06
516	SiBoard	2.33e-06
517	Fiber	0.00260014
518	FiberSiPM	1.169e-06
519	SiBoard	2.33e-06
520	FiberSiPM	1.169e-06
521	SiBoard	2.33e-06
522	Fiber	0.00260014
523	FiberSiPM	1.169e-06
524	SiBoard	2.33e-06
525	FiberSiPM	1.169e-06
526	SiBoard	2.33e-06
527	Fiber	0.00260014
528	FiberSiPM	1.169e-06
529	SiBoard	2.33e-06
530	FiberSiPM	1.169e-06
531	SiBoard	2.33e-06
532	Fiber	0.00260014
533	FiberSiPM	1.169e-06
534	SiBoard	2.33e-06
535	FiberSiPM	1.169e-06
536	SiBoard	2.33e-06
537	Fiber	0.00260014
538	FiberSiPM	1.169e-06
539	SiBoard	2.33e-06
540	FiberSiPM	1.169e-06
541	SiBoard	2.33e-06
542	Fiber	0.00260014
543	FiberSiPM	1.169e-06
544	SiBoard	2.33e-06
545	FiberSiPM	1.169e-06
546	SiBoard	2.33e-06
547	Fiber	0.00260014
548	FiberSiPM	1.169e-06
549	SiBoard	2.33e-06
550	FiberSiPM	1.169e-06
551	SiBoard	2.33e-06
552	Fiber	0.00260014
553	FiberSiPM	1.169e-06
554	SiBoard	2.33e-06
555	FiberSiPM	1.169e-06
556	SiBoard	2.33e-06
557	Fiber	0.00260014
558	FiberSiPM	1.169e-06
559	SiBoard	2.33e-06
560	FiberSiPM	1.169e-06
561	SiBoard	2.33e-06
562	Fiber	0.00260014
563	FiberSiPM	1.169e-06
564	SiBoard	2.33e-06
565	FiberSiPM	1.169e-06
566	SiBoard	2.33e-06
567	Fiber	0.00260014
568	FiberSiPM	1.169e-06
569	SiBoard	2.33e-06
570	FiberSiPM	1.169e-06
571	SiBoard	2.33e-06
572	Fiber	0.00260014
573	FiberSiPM	1.169e-06
574	SiBoard	2.33e-06
575	FiberSiPM	1.169e-06
576	SiBoard	2.33e-06
577	Fiber	0.00260014
578	FiberSiPM	1.169e-06
579	SiBoard	2.33e-06
580	FiberSiPM	1.169e-06
581	SiBoard	2.33e-06
582	Fiber	0.00260014
583	FiberSiPM	1.169e-06
584	SiBoard	2.33e-06
585	FiberSiPM	1.169e-06
586	SiBoard	2.33e-06
587	Fiber	0.00260014
588	FiberSiPM	1.169e-06
589	SiBoard	2.33e-06
590	FiberSiPM	1.169e-06
591	SiBoard	2.33e-06
592	Fiber	0.00260014
593	FiberSiPM	1.169e-06
594	SiBoard	2.33e-06
595	FiberSiPM	1.169e-06
596	SiBoard	2.33e-06
597	Fiber	0.00260014
598	FiberSiPM	1.169e-06
599	SiBoard	2.33e-06
600	FiberSiPM	1.169e-06
601	SiBoard	2.33e-06
602	Fiber	0.00260014
603	FiberSiPM	1.169e-06
604	SiBoard	2.33e-06
605	FiberSiPM	1.169e-06
606	SiBoard	2.33e-06
607	Fiber	0.00260014
608	FiberSiPM	1.169e-06
609	SiBoard	2.33e-06
610	FiberSiPM	1.169e-06
611	SiBoard	2.33e-06
612	Fiber	0.00260014
613	FiberSiPM	1.169e-06
614	SiBoard	2.33e-06
615	FiberSiPM	1.169e-06
616	SiBoard	2.33e-06
617	Fiber	0.00260014
618	FiberSiPM	1.169e-06
619	SiBoard	2.33e-06
620	FiberSiPM	1.169e-06
621	SiBoard	2.33e-06
622	Fiber	0.00260014
623	FiberSiPM	1.169e-06
624	SiBoard	2.33e-06
625	FiberSiPM	1.169e-06
626	SiBoard	2.33e-06
627	Fiber	0.00260014
628	FiberSiPM	1.169e-06
629	SiBoard	2.33e-06
630	FiberSiPM	1.169e-06
631	SiBoard	2.33e-06
632	Fiber	0.00260014
633	FiberSiPM	1.169e-06
634	SiBoard	2.33e-06
635	FiberSiPM	1.169e-06
636	SiBoard	2.33e-06
637	Fiber	0.00260014
638	FiberSiPM	1.169e-06
639	SiBoard	2.33e-06
640	FiberSiPM	1.169e-06
641	SiBoard	2.33e-06
642	Fiber	0.00260014
643	FiberSiPM	1.169e-06
644	SiBoard	2.33e-06
645	FiberSiPM	1.169e-06
646	SiBoard	2.33e-06
647	Fiber	0.00260014
648	FiberSiPM	1.169e-06
649	SiBoard	2.33e-06
650	FiberSiPM	1.169e-06
651	SiBoard	2.33e-06
652	Fiber	0.00260014
653	FiberSiPM	1.169e-06
654	SiBoard	2.33e-06
655	FiberSiPM	1.169e-06
656	SiBoard	2.33e-06
657	Fiber	0.00260014
658	FiberSiPM	1.169e-06
659	SiBoard	2.33e-06
660	FiberSiPM	1.169e-06
661	SiBoard	2.33e-06
662	Fiber	0.00260014
663	FiberSiPM	1.169e-06
664	SiBoard	2.33e-06
665	FiberSiPM	1.169e-06
666	SiBoard	2.33e-06
667	Fiber	0.00260014
668	FiberSiPM	1.169e-06
669	SiBoard	2.33e-06
670	FiberSiPM	1.169e-06
671	SiBoard	2.33e-06
672	Fiber	0.00260014
673	FiberSiPM	1.169e-06
674	SiBoard	2.33e-06
675	FiberSiPM	1.169e-06
676	SiBoard	2.33e-06
677	Fiber	0.00260014
678	FiberSiPM	1.169e-06
679	SiBoard	2.33e-06
680	FiberSiPM	1.169e-06
681	SiBoard	2.33e-06
682	Fiber	0.00260014
683	FiberSiPM	1.169e-06
684	SiBoard	2.33e-06
685	FiberSiPM	1.169e-06
686	SiBoard	2.33e-06
687	Fiber	0.00260014
688	FiberSiPM	1.169e-06
689	SiBoard	2.33e-06
690	FiberSiPM	1.169e-06
691	SiBoard	2.33e-06
692	Fiber	0.00260014
693	FiberSiPM	1.169e-06
694	SiBoard	2.33e-06
695	FiberSiPM	1.169e-06
696	SiBoard	2.33e-06
697	Fiber	0.00260014
698	FiberSiPM	1.169e-06
699	SiBoard	2.33e-06
700	FiberSiPM	1.169e-06
701	SiBoard	2.33e-06
702	Fiber	0.00260014
703	FiberSiPM	1.169e-06
704	SiBoard	2.33e-06
705	FiberSiPM	1.169e-06
706	SiBoard	2.33e-06
707	Fiber	0.00260014
708	FiberSiPM	1.169e-06
709	SiBoard	2.33e-06
710	FiberSiPM	1.169e-06
711	SiBoard	2.33e-06
712	Fiber	0.00260014
713	FiberSiPM	1.169e-06
714	SiBoard	2.33e-06
715	FiberSiPM	1.169e-06
716	SiBoard	2.33e-06
717	Fiber	0.00260014
718	FiberSiPM	1.169e-06
719	SiBoard	2.33e-06
720	FiberSiPM	1.169e-06
721	SiBoard	2.33e-06
722	Fiber	0.00260014
723	FiberSiPM	1.169e-06
724	SiBoard	2.33e-06
725	FiberSiPM	1.169e-06
726	SiBoard	2.33e-06
727	Fiber	0.00260014
728	FiberSiPM	1.169e-06
729	SiBoard	2.33e-06
730	FiberSiPM	1.169e-06
731	SiBoard	2.33e-06
732	Fiber	0.00260014
733	FiberSiPM	1.169e-06
734	SiBoard	2.33e-06
735	FiberSiPM	1.169e-06
736	SiBoard	2.33e-06
737	Fiber	0.00260014
738	FiberSiPM	1.169e-06
739	SiBoard	2.33e-06
740	FiberSiPM	1.169e-06
741	SiBoard	2.33e-06
742	Fiber	0.00260014
743	FiberSiPM	1.169e-06
744	SiBoard	2.33e-06
745	FiberSiPM	1.169e-06
746	SiBoard	2.33e-06
747	Fiber	0.00260014
748	FiberSiPM	1.169e-06
749	SiBoard	2.33e-06
750	FiberSiPM	1.169e-06
751	SiBoard	2.33e-06
752	Fiber	0.00260014
753	FiberSiPM	1.169e-06
754	SiBoard	2.33e-06
755	FiberSiPM	1.169e-06
756	SiBoard	2.33e-06
757	Fiber	0.00260014
758	FiberSiPM	1.169e-06
759	SiBoard	2.33e-06
760	FiberSiPM	1.169e-06
761	SiBoard	2.33e-06
762	Fiber	0.00260014
763	FiberSiPM	1.169e-06
764	SiBoard	2.33e-06
765	FiberSiPM	1.169e-06
766	SiBoard	2.33e-06
767	Fiber	0.00260014
768	FiberSiPM	1.169e-06
769	SiBoard	2.33e-06
770	FiberSiPM	1.169e-06
771	SiBoard	2.33e-06
772	Fiber	0.00260014
773	FiberSiPM	1.169e-06
774	SiBoard	2.33e-06
775	FiberSiPM	1.169e-06
776	SiBoard	2.33e-06
777	Fiber	0.00260014
778	FiberSiPM	1.169e-06
779	SiBoard	2.33e-06
780	FiberSiPM	1.169e-06
781	SiBoard	2.33e-06
782	Fiber	0.00260014
783	FiberSiPM	1.169e-06
784	SiBoard	2.33e-06
785	FiberSiPM	1.169e-06
786	SiBoard	2.33e-06
787	Fiber	0.00260014
788	FiberSiPM	1.169e-06
789	SiBoard	2.33e-06
790	FiberSiPM	1.169e-06
791	SiBoard	2.33e-06
792	Fiber	0.00260014
793	FiberSiPM	1.169e-06
794	SiBoard	2.33e-06
795	FiberSiPM	1.169e-06
796	SiBoard	2.33e-06
797	Fiber	0.00260014
798	FiberSiPM	1.169e-06
799	SiBoard	2.33e-06
800	FiberSiPM	1.169e-06
801	SiBoard	2.33e-06
802	Fiber	0.00260014
803	FiberSiPM	1.169e-06
804	SiBoard	2.33e-06
805	FiberSiPM	1.169e-06
806	SiBoard	2.33e-06
807	Fiber	0.00260014
808	FiberSiPM	1.169e-06
809	SiBoard	2.33e-06
810	FiberSiPM	1.169e-06
811	SiBoard	2.33e-06
812	Fiber	0.00260014
813	FiberSiPM	1.169e-06
814	SiBoard	2.33e-06
815	FiberSiPM	1.169e-06
816	SiBoard	2.33e-06
817	Fiber	0.00260014
818	FiberSiPM	1.169e-06
819	SiBoard	2.33e-06
820	FiberSiPM	1.169e-06
821	SiBoard	2.33e-06
822	Fiber	0.00260014
823	FiberSiPM	1.169e-06
824	SiBoard	2.33e-06
825	FiberSiPM	1.169e-06
826	SiBoard	2.33e-06
827	Fiber	0.00260014
828	FiberSiPM	1.169e-06
829	SiBoard	2.33e-06
830	FiberSiPM	1.169e-06
831	SiBoard	2.33e-06
832	Fiber	0.00260014
833	FiberSiPM	1.169e-06
834	SiBoard	2.33e-06
835	FiberSiPM	1.169e-06
836	SiBoard	2.33e-06
837	Fiber	0.00260014
838	FiberSiPM	1.169e-06
839	SiBoard	2.33e-06
840	FiberSiPM	1.169e-06
841	SiBoard	2.33e-06
842	Fiber	0.00260014
843	FiberSiPM	1.169e-06
844	SiBoard	2.33e-06
845	FiberSiPM	1.169e-06
846	SiBoard	2.33e-06
847	Fiber	0.00260014
848	FiberSiPM	1.169e-06
849	SiBoard	2.33e-06
850	FiberSiPM	1.169e-06
851	SiBoard	2.33e-06
852	Fiber	0.00260014
853	FiberSiPM	1.169e-06
854	SiBoard	2.33e-06
855	FiberSiPM	1.169e-06
856	SiBoard	2.33e-06
857	Fiber	0.00260014
858	FiberSiPM	1.169e-06
859	SiBoard	2.33e-06
860	FiberSiPM	1.169e-06
861	SiBoard	2.33e-06
862	Fiber	0.00260014
863	FiberSiPM	1.169e-06
864	SiBoard	2.33e-06
865	FiberSiPM	1.169e-06
866	SiBoard	2.33e-06
867	Fiber	0.00260014
868	FiberSiPM	1.169e-06
869	SiBoard	2.33e-06
870	FiberSiPM	1.169e-06
871	SiBoard	2.33e-06
872	Fiber	0.00260014
873	FiberSiPM	1.169e-06
874	SiBoard	2.33e-06
875	FiberSiPM	1.169e-06
876	SiBoard	2.33e-06
877	Fiber	0.00260014
878	FiberSiPM	1.169e-06
879	SiBoard	2.33e-06
880	FiberSiPM	1.169e-06
881	SiBoard	2.33e-06
882	Fiber	0.00260014
883	FiberSiPM	1.169e-06
884	SiBoard	2.33e-06
885	FiberSiPM	1.169e-06
886	SiBoard	2.33e-06
887	Fiber	0.00260014
888	FiberSiPM	1.169e-06
889	SiBoard	2.33e-06
890	FiberSiPM	1.169e-06
891	SiBoard	2.33e-06
892	Fiber	0.00260014
893	FiberSiPM	1.169e-06
894	SiBoard	2.33e-06
895	FiberSiPM	1.169e-06
896	SiBoard	2.33e-06
897	Fiber	0.00260014
898	FiberSiPM	1.169e-06
899	SiBoard	2.33e-06
900	FiberSiPM	1.169e-06
901	SiBoard	2.33e-06
902	Fiber	0.00260014
903	FiberSiPM	1.169e-06
904	SiBoard	2.33e-06
905	FiberSiPM	1.169e-06
906	SiBoard	2.33e-06
907	Fiber	0.00260014
908	FiberSiPM	1.169e-06
909	SiBoard	2.33e-06
910	FiberSiPM	1.169e-06
911	SiBoard	2.33e-06
912	Fiber	0.00260014
913	FiberSiPM	1.169e-06
914	SiBoard	2.33e-06
915	FiberSiPM	1.169e-06
916	SiBoard	2.33e-06
917	Fiber	0.00260014
